overall_qual,gr_liv_area,nb_ranking,garage_area,garage_cars,total_bsmt_sf,1st_flr_sf,year_built,year_remod/add,full_bath,totrms_abvgrd,mas_vnr_area,fireplaces,bsmtfin_sf_1,open_porch_sf,wood_deck_sf,lot_area,saleprice
5,2620,1.4,600.0,2.0,1361.0,1361,1977,1977,2,12,1.0,1,498.0,24,155,18890,190000
5,1627,1.85,420.0,2.0,797.0,830,1900,2006,2,10,0.0,0,0.0,0,192,9142,139500
7,1320,2.1,400.0,2.0,660.0,660,2003,2003,2,6,0.0,0,0.0,48,0,7750,162000
4,1123,1.05,264.0,1.0,732.0,772,1939,1950,1,4,0.0,0,0.0,0,0,6060,100000
5,874,1.45,288.0,1.0,864.0,874,1968,2003,1,5,0.0,0,441.0,120,0,10172,126500
7,2730,2.0,576.0,2.0,1502.0,1553,1986,1987,2,8,172.0,1,28.0,96,201,10380,301000
6,1786,2.5,684.0,2.0,824.0,905,1997,1997,2,7,0.0,0,648.0,162,0,9337,204750
4,1040,1.9,420.0,2.0,0.0,1040,1949,1950,2,6,0.0,0,0.0,0,0,7200,90000
5,2350,1.85,393.0,2.0,973.0,1377,1920,1960,2,10,0.0,0,234.0,0,0,9600,130000
5,1770,1.9,530.0,2.0,900.0,884,1968,1968,1,7,300.0,0,361.0,60,0,8640,155000
5,1269,1.9,308.0,1.0,1269.0,1269,1960,1960,1,6,0.0,1,374.0,0,0,7931,155000
5,1039,1.4,504.0,2.0,1039.0,1039,1965,1965,1,6,0.0,0,841.0,0,0,11625,131500
6,1520,1.9,364.0,1.0,1156.0,1520,1955,1972,1,7,164.0,2,674.0,0,0,9600,153000
8,1704,2.7,772.0,3.0,1704.0,1704,2007,2008,2,7,200.0,1,1218.0,50,0,11478,306000
9,1686,2.7,899.0,3.0,1686.0,1686,2006,2006,2,6,518.0,1,1023.0,100,266,7740,332200
8,1646,2.85,800.0,3.0,1638.0,1646,2007,2008,2,7,338.0,1,1513.0,44,192,9520,293077
4,914,1.9,270.0,1.0,914.0,914,1961,1961,1,4,0.0,0,314.0,0,140,17199,128000
6,1616,1.85,216.0,1.0,1149.0,1149,1926,2004,2,5,0.0,0,370.0,0,0,5400,152000
4,1192,1.9,0.0,0.0,720.0,720,1949,1950,1,6,0.0,0,0.0,0,0,10800,135000
6,2210,1.85,205.0,1.0,1008.0,1178,1880,1950,2,8,0.0,0,0.0,48,0,9900,117500
6,1296,1.85,576.0,2.0,845.0,866,1927,1950,1,6,0.0,0,276.0,0,0,6000,127500
8,2497,2.6,676.0,2.0,2461.0,2497,1981,1981,2,7,0.0,2,1632.0,0,266,17778,373000
6,1092,1.25,0.0,0.0,546.0,546,1970,2007,2,6,0.0,0,358.0,0,187,1477,98000
7,1652,2.5,473.0,2.0,423.0,896,1994,2007,2,6,44.0,0,343.0,0,0,19645,203135
7,1716,2.5,512.0,2.0,880.0,909,1996,1996,2,7,0.0,1,0.0,120,0,8750,191000
5,1014,1.9,267.0,1.0,0.0,1014,1956,1956,1,6,0.0,0,0.0,0,0,7785,98000
5,1200,1.7,0.0,0.0,1200.0,1200,1987,1988,3,5,0.0,0,1200.0,0,120,10800,179000
8,1432,2.15,492.0,2.0,1422.0,1432,2006,2006,2,7,206.0,1,379.0,50,297,9139,245000
7,1680,2.05,583.0,2.0,1650.0,1680,1998,1999,2,7,0.0,1,144.0,73,78,10140,213250
4,869,1.85,390.0,1.0,0.0,869,1948,1950,1,3,0.0,0,0.0,0,0,10122,89900
7,1718,2.1,427.0,2.0,832.0,885,1998,1998,2,7,40.0,1,0.0,94,0,10141,185000
6,1092,1.0,264.0,1.0,525.0,525,1973,1973,1,6,567.0,0,312.0,0,144,2205,113500
3,715,1.9,660.0,2.0,715.0,715,1929,1950,1,4,0.0,0,0.0,0,0,10914,68000
7,1560,1.45,573.0,2.0,1560.0,1560,2003,2003,2,7,0.0,0,0.0,150,100,9196,201000
7,1768,2.15,603.0,2.0,866.0,866,2005,2005,2,7,0.0,0,400.0,108,0,9803,226700
10,2290,2.7,1174.0,3.0,2320.0,2290,2007,2007,2,7,970.0,1,1684.0,30,192,17169,500067
7,1598,2.1,433.0,2.0,848.0,848,2004,2005,2,7,0.0,1,0.0,48,100,9171,201490
5,990,2.5,528.0,2.0,990.0,990,1994,1994,1,5,0.0,0,722.0,0,168,9750,155000
5,941,1.9,564.0,2.0,941.0,941,1978,1978,1,4,124.0,0,941.0,40,0,8604,145000
6,1362,1.35,502.0,2.0,611.0,751,1920,1999,2,6,0.0,0,0.0,0,0,6155,128000
6,1690,2.1,442.0,2.0,915.0,940,2000,2000,2,7,0.0,1,520.0,50,0,9487,187000
6,1072,1.7,525.0,2.0,547.0,1072,2005,2006,1,5,80.0,0,547.0,28,0,3675,145500
4,572,1.05,200.0,1.0,572.0,572,1925,1950,1,4,0.0,0,0.0,0,0,10200,75000
7,1546,2.5,796.0,3.0,1546.0,1546,2005,2006,2,7,204.0,0,20.0,42,144,11750,217000
7,1346,2.85,660.0,3.0,1336.0,1346,2008,2008,2,6,60.0,1,78.0,48,100,11896,220000
6,1790,2.05,484.0,2.0,732.0,1012,1972,1972,1,8,288.0,1,247.0,0,148,10400,165150
6,1026,2.5,576.0,2.0,940.0,1026,1978,1978,1,5,0.0,0,505.0,0,0,10970,147000
7,1504,2.5,478.0,2.0,1504.0,1504,1996,1996,2,6,196.0,1,690.0,66,115,11883,203000
5,1700,1.9,447.0,2.0,1398.0,1700,1959,1959,1,6,0.0,1,1018.0,38,0,10552,165500
3,864,1.7,0.0,0.0,864.0,864,1914,1950,1,5,0.0,0,41.0,0,0,8248,67000
6,1851,1.9,440.0,2.0,822.0,1020,1964,1993,2,7,340.0,1,536.0,42,239,9760,187000
6,1512,2.15,440.0,2.0,756.0,756,2000,2000,2,4,513.0,0,507.0,32,0,2998,180000
6,1298,2.5,240.0,1.0,651.0,759,1921,2005,2,8,0.0,1,113.0,0,216,6821,146500
7,1673,2.5,583.0,2.0,1673.0,1673,2000,2000,2,7,0.0,1,1412.0,113,306,11354,270000
6,996,2.0,564.0,2.0,936.0,996,1992,1992,1,5,0.0,0,747.0,0,120,9069,147000
6,1224,1.9,280.0,1.0,816.0,816,1948,2004,1,5,0.0,0,481.0,0,414,8064,132000
4,1374,1.85,338.0,1.0,840.0,840,1920,1950,1,6,0.0,0,315.0,0,0,5400,105000
5,1716,1.45,0.0,0.0,780.0,936,1912,2000,2,9,0.0,0,210.0,184,0,5687,135900
8,3279,3.6,841.0,3.0,1650.0,1690,2003,2003,3,12,603.0,1,1416.0,36,503,53504,538000
7,1143,2.0,0.0,0.0,1143.0,1143,2006,2006,1,5,0.0,0,0.0,55,0,7500,147000
9,1652,2.7,840.0,2.0,1652.0,1652,2006,2007,2,6,300.0,2,1572.0,102,404,13173,325000
5,1054,1.4,240.0,1.0,1046.0,1054,1947,1993,1,6,0.0,0,0.0,60,0,9488,124000
5,935,1.4,288.0,1.0,935.0,935,1965,1965,1,5,114.0,0,560.0,0,180,13526,137000
4,2377,1.85,528.0,2.0,1313.0,1313,1915,1950,2,8,0.0,1,0.0,0,0,10410,142900
5,1122,1.85,528.0,2.0,924.0,1122,1948,2005,1,6,0.0,0,144.0,36,0,12000,147000
5,1180,1.9,477.0,2.0,1180.0,1180,1970,1970,1,6,0.0,0,0.0,45,0,7830,128000
7,1690,1.85,225.0,1.0,815.0,815,1916,1950,1,7,0.0,1,0.0,0,0,8850,144000
8,1370,2.7,484.0,2.0,1370.0,1370,2006,2006,2,6,178.0,1,24.0,49,120,7132,205000
5,1486,1.7,480.0,2.0,1486.0,1486,1964,1999,1,7,0.0,0,637.0,0,0,9937,167000
5,1131,1.85,200.0,1.0,676.0,676,1941,1950,1,5,0.0,0,0.0,0,26,5720,66500
8,2799,3.4,704.0,3.0,1286.0,1565,1993,1993,2,8,420.0,1,247.0,136,432,12585,315000
7,1456,2.5,440.0,2.0,728.0,728,2006,2006,2,8,0.0,1,0.0,0,0,11103,155835
8,1734,3.6,528.0,2.0,1587.0,1734,1995,1996,2,6,0.0,0,741.0,50,52,8013,239500
9,1531,2.7,700.0,3.0,1504.0,1531,2006,2006,2,6,122.0,1,1037.0,52,184,10872,300000
8,1922,2.85,692.0,3.0,1922.0,1922,2002,2002,2,6,886.0,1,1329.0,64,201,11305,282000
5,1144,1.9,336.0,1.0,1144.0,1144,1960,1960,1,6,69.0,1,0.0,0,0,9100,120000
7,1363,2.35,439.0,2.0,1385.0,1363,1954,2005,1,5,0.0,2,226.0,0,81,39104,241500
9,1866,2.7,870.0,3.0,1858.0,1866,2008,2008,2,7,492.0,1,372.0,48,0,10110,336860
3,1077,1.05,210.0,1.0,1007.0,1077,1922,1950,1,6,0.0,1,0.0,100,0,9786,91000
8,1550,2.15,528.0,2.0,1550.0,1550,2006,2007,2,5,0.0,0,0.0,102,0,5330,207500
7,1646,2.5,482.0,2.0,1594.0,1646,2004,2005,2,5,174.0,1,1474.0,53,128,3811,250000
7,1248,2.1,438.0,2.0,1248.0,1248,2005,2006,2,5,16.0,0,16.0,0,108,3010,167240
7,1245,2.15,495.0,2.0,1235.0,1245,2004,2005,2,5,0.0,0,24.0,100,0,3435,178000
6,1052,2.05,311.0,1.0,1052.0,1052,1963,1963,1,6,203.0,0,617.0,133,0,10800,127000
6,1829,2.05,535.0,2.0,1829.0,1829,1967,1967,2,8,120.0,0,506.0,76,0,10456,218500
4,952,1.9,283.0,1.0,952.0,952,1956,1956,1,4,0.0,0,228.0,0,0,8475,135750
7,1480,1.9,620.0,2.0,1480.0,1480,2003,2009,2,7,506.0,0,1188.0,73,252,8197,214000
8,1844,2.0,620.0,2.0,1844.0,1844,2005,2006,2,7,366.0,1,976.0,44,165,10994,257000
6,1497,1.35,672.0,1.0,825.0,825,1937,2000,2,5,0.0,0,201.0,0,272,6000,157000
5,976,1.05,215.0,1.0,976.0,976,1942,1950,1,5,0.0,0,305.0,0,160,7288,102000
5,964,2.5,432.0,2.0,876.0,964,1921,2006,1,5,0.0,0,713.0,0,0,13360,163500
7,1501,2.5,577.0,2.0,1490.0,1501,1999,1999,2,6,183.0,0,679.0,29,144,10335,204000
5,1560,1.7,313.0,1.0,1150.0,1560,1956,1956,1,7,259.0,1,546.0,0,0,11767,103500
6,3395,1.45,0.0,0.0,1440.0,1440,1914,1995,2,14,0.0,0,256.0,110,0,10896,200000
5,864,1.45,399.0,1.0,864.0,864,1958,1958,1,6,0.0,0,453.0,0,0,5400,118000
7,1525,2.5,541.0,2.0,1525.0,1525,2000,2000,2,6,244.0,0,1400.0,36,219,9100,235000
5,1190,1.9,540.0,2.0,1106.0,1190,1962,1962,1,6,120.0,0,803.0,18,0,7728,132500
8,1830,2.15,859.0,3.0,1302.0,1302,2006,2006,2,7,0.0,0,0.0,40,0,8778,221300
7,1500,2.5,570.0,2.0,1500.0,1500,2004,2004,2,6,210.0,0,20.0,36,192,8487,190000
7,1762,2.5,591.0,2.0,826.0,878,2002,2002,2,6,199.0,0,456.0,54,320,9930,222000
7,1902,2.5,567.0,2.0,1902.0,1902,1959,2002,2,7,0.0,2,1406.0,207,0,17500,335000
8,1658,2.15,726.0,3.0,1614.0,1658,2008,2008,2,7,294.0,1,0.0,44,144,10206,257500
9,1506,2.15,592.0,2.0,1498.0,1506,2008,2008,2,6,284.0,1,0.0,174,0,14587,264132
5,899,1.4,288.0,1.0,864.0,899,1967,2004,1,5,89.0,0,450.0,0,64,7800,130000
5,1654,1.35,336.0,1.0,297.0,1001,1930,1982,2,7,0.0,1,0.0,60,244,4960,137000
5,912,1.05,360.0,1.0,520.0,912,1930,1995,1,5,0.0,0,0.0,90,0,7392,99500
5,1373,1.4,591.0,2.0,1319.0,1373,1978,1978,1,5,0.0,2,1319.0,0,0,7424,160250
7,1709,1.7,380.0,2.0,970.0,970,2004,2004,2,7,50.0,0,0.0,40,0,2522,130000
5,816,1.05,100.0,1.0,816.0,816,1922,1950,1,5,0.0,0,0.0,0,0,3672,75200
6,1091,1.45,429.0,1.0,384.0,1091,1993,1996,1,5,0.0,0,114.0,0,280,7706,131250
6,1081,1.9,401.0,1.0,1081.0,1081,1960,1993,1,5,276.0,0,697.0,82,36,12929,148000
5,1020,1.4,288.0,1.0,1024.0,1020,1965,1965,2,5,0.0,0,544.0,0,171,9316,124100
7,999,1.9,588.0,2.0,944.0,999,1961,2007,1,6,210.0,0,867.0,76,144,12122,178400
4,1440,1.7,0.0,0.0,1440.0,1440,1977,1977,2,8,0.0,0,1440.0,0,321,7711,150000
7,1753,2.5,534.0,2.0,853.0,853,1998,1999,2,7,290.0,1,638.0,74,0,12352,217000
8,1964,2.15,760.0,2.0,1100.0,1116,2005,2006,2,8,192.0,1,0.0,70,200,12447,252000
7,1141,2.0,484.0,2.0,1141.0,1141,2006,2006,1,6,0.0,0,54.0,0,182,7500,152000
7,854,1.35,576.0,2.0,832.0,854,1929,2001,1,5,0.0,0,0.0,112,48,6120,132000
6,1182,1.85,378.0,1.0,770.0,885,1945,1950,1,5,0.0,0,310.0,0,0,9576,120000
9,2091,2.7,521.0,2.0,1606.0,1625,2005,2006,2,8,385.0,1,1290.0,84,194,9942,338500
4,985,1.9,676.0,2.0,576.0,985,1920,1994,1,4,0.0,0,0.0,0,0,7898,105000
7,1446,2.1,406.0,2.0,729.0,729,1996,1997,2,6,0.0,1,604.0,22,264,21872,175000
7,2022,2.35,505.0,2.0,1160.0,1156,1977,1977,2,8,299.0,1,392.0,117,288,10005,192000
7,1948,2.5,434.0,2.0,847.0,847,2004,2005,2,8,0.0,1,0.0,48,100,12393,195000
8,1590,2.15,676.0,2.0,768.0,786,2008,2008,2,6,0.0,0,0.0,30,0,9000,210000
7,1948,2.1,434.0,2.0,847.0,847,2003,2003,2,8,16.0,1,0.0,48,0,7875,211000
4,1324,1.35,240.0,1.0,672.0,757,1936,1950,1,6,0.0,0,672.0,0,0,6000,128000
6,1425,1.9,576.0,2.0,1425.0,1425,1964,1964,2,7,272.0,1,490.0,0,0,10175,180500
5,2337,1.85,560.0,2.0,662.0,1422,1900,1950,2,10,0.0,0,0.0,57,0,13600,90000
5,908,1.9,512.0,2.0,822.0,908,1940,1996,1,4,0.0,0,130.0,24,284,12172,138500
7,1492,2.1,440.0,2.0,738.0,738,2006,2006,2,8,0.0,0,0.0,32,0,10237,169985
5,1150,1.9,288.0,1.0,1150.0,1150,1961,1961,1,6,0.0,0,781.0,0,0,7000,146000
7,2097,2.0,678.0,3.0,1080.0,1080,1993,1993,2,9,0.0,1,50.0,187,196,11228,228000
5,1256,1.9,311.0,1.0,1256.0,1256,1959,1959,1,6,0.0,0,476.0,240,0,8000,159000
8,1939,2.15,1053.0,3.0,1095.0,1095,2006,2006,2,8,0.0,1,0.0,51,192,10728,266000
5,1566,1.85,450.0,2.0,816.0,816,1924,1950,1,7,145.0,0,0.0,0,24,6000,139000
4,784,1.7,0.0,0.0,784.0,784,1955,1955,1,4,0.0,0,784.0,0,112,6931,91900
8,1500,2.5,674.0,2.0,1489.0,1500,2006,2006,2,7,132.0,1,36.0,38,144,8760,212999
9,1850,2.7,772.0,3.0,1833.0,1850,2004,2005,2,8,378.0,1,1261.0,112,519,16033,326000
6,1515,2.1,393.0,2.0,789.0,813,2004,2004,2,8,0.0,1,0.0,75,0,9024,179000
8,1537,2.85,788.0,3.0,1518.0,1537,2006,2007,2,8,258.0,0,1036.0,26,0,11563,294000
6,987,1.0,288.0,1.0,483.0,483,1972,1972,1,5,425.0,0,110.0,0,0,1680,97000
7,1962,2.5,868.0,3.0,1391.0,1391,2006,2006,2,7,0.0,0,464.0,90,0,8760,239799
5,1433,1.9,441.0,2.0,1251.0,1433,1961,1990,1,7,0.0,1,915.0,0,144,9600,161000
6,848,2.5,420.0,2.0,848.0,848,2003,2003,1,3,170.0,0,686.0,0,140,4435,136500
6,987,1.0,264.0,1.0,483.0,483,1972,2007,1,5,510.0,0,162.0,0,250,1680,118000
4,845,1.45,360.0,2.0,845.0,845,1982,2006,1,4,0.0,0,565.0,0,0,7599,129500
7,1548,1.35,672.0,2.0,952.0,952,1925,2007,2,5,0.0,0,0.0,0,74,7264,205000
6,2515,2.5,484.0,2.0,2035.0,2515,1957,1975,3,9,0.0,2,1219.0,0,0,32668,200624
8,1694,2.7,856.0,3.0,1694.0,1694,2006,2007,2,7,302.0,1,0.0,112,0,11825,322400
8,1602,2.5,810.0,3.0,1578.0,1602,2007,2007,2,7,180.0,1,1478.0,48,0,10200,293200
9,1684,2.7,564.0,2.0,1684.0,1684,2005,2005,2,6,616.0,1,28.0,72,495,8849,266000
6,1683,1.4,440.0,2.0,918.0,918,1978,1978,2,7,92.0,1,226.0,0,243,11184,172500
5,1869,1.85,456.0,2.0,1088.0,1188,1890,1996,1,7,0.0,0,1088.0,0,48,8820,124900
6,1432,1.35,216.0,1.0,1022.0,1432,1923,1950,1,6,0.0,1,0.0,61,266,6615,149000
7,1414,2.5,494.0,2.0,1414.0,1414,2004,2004,2,6,98.0,0,24.0,105,132,8773,185500
8,1358,2.5,418.0,2.0,1348.0,1358,2002,2002,1,5,0.0,1,872.0,166,68,11088,220000
8,1496,2.15,474.0,2.0,1496.0,1496,2007,2007,2,7,140.0,0,0.0,130,168,9158,225000
6,932,1.9,306.0,1.0,932.0,932,1950,1950,1,4,0.0,1,0.0,0,0,8280,124000
3,1040,1.9,400.0,2.0,0.0,1040,1950,1950,2,6,0.0,0,0.0,0,0,8544,92900
5,1072,1.35,1184.0,5.0,1072.0,1072,1925,1950,1,5,0.0,0,134.0,0,0,8635,126500
4,864,1.9,576.0,2.0,864.0,864,1972,1972,1,5,0.0,0,600.0,0,216,12735,111250
8,2285,3.4,648.0,3.0,969.0,997,2000,2000,2,8,72.0,1,0.0,56,0,11000,248000
5,1117,1.9,264.0,1.0,1117.0,1117,1963,1963,1,6,0.0,0,0.0,0,0,7590,136870
6,848,2.5,420.0,2.0,848.0,848,2003,2003,1,4,170.0,0,717.0,0,140,4435,133000
5,1048,1.9,286.0,1.0,1048.0,1048,1956,1956,1,6,120.0,0,586.0,20,0,10152,135000
4,936,1.9,288.0,1.0,936.0,936,1969,1969,1,4,72.0,0,252.0,0,16,10295,111900
5,1283,1.9,506.0,2.0,931.0,1283,1962,1980,1,6,0.0,0,504.0,0,0,7763,140000
4,1588,2.35,680.0,2.0,0.0,1120,1959,1959,2,7,0.0,1,0.0,59,0,17120,134432
10,2042,3.6,724.0,3.0,1742.0,2042,2006,2007,2,8,250.0,1,1152.0,52,240,13870,455000
8,2526,3.4,844.0,3.0,1165.0,1203,1994,1994,2,8,391.0,1,740.0,78,309,10120,290000
7,1873,2.5,597.0,2.0,988.0,988,1999,1999,2,7,0.0,1,342.0,123,202,10820,235500
6,1416,1.85,400.0,2.0,780.0,940,1900,2004,1,7,0.0,0,381.0,24,0,9600,156500
6,1664,2.1,460.0,2.0,953.0,953,2000,2000,2,7,0.0,1,0.0,40,100,8121,172400
7,1428,2.15,480.0,2.0,1428.0,1428,2007,2008,2,6,0.0,0,0.0,120,0,11639,182000
9,1792,2.7,925.0,3.0,1792.0,1792,2005,2006,2,6,430.0,1,1232.0,49,204,13758,372397
6,2814,2.0,614.0,2.0,1077.0,1093,1995,2002,2,9,190.0,1,779.0,32,48,9771,260000
5,819,1.05,0.0,0.0,610.0,819,1919,1950,1,4,0.0,0,0.0,0,0,9000,72000
3,1344,1.05,0.0,0.0,536.0,808,1915,1950,2,8,0.0,0,0.0,0,42,10320,82375
6,2119,2.05,583.0,2.0,689.0,1378,1972,1972,2,7,333.0,1,0.0,104,0,10448,158000
5,1285,1.35,240.0,1.0,672.0,1072,1948,2001,1,6,0.0,0,336.0,0,0,8635,127000
7,1433,2.0,528.0,2.0,1433.0,1433,1987,1987,1,4,177.0,2,1433.0,278,0,11980,270000
8,2132,2.0,612.0,2.0,1496.0,1496,1983,2009,1,5,0.0,1,1441.0,40,349,12327,316600
6,1357,1.7,312.0,1.0,1019.0,1357,1959,2006,1,5,84.0,1,719.0,0,0,11512,177000
7,2196,2.0,701.0,3.0,2158.0,2196,1990,1991,2,7,234.0,1,485.0,70,84,14684,271900
5,1304,1.25,336.0,1.0,264.0,616,1976,1976,1,4,0.0,1,0.0,24,141,2665,115000
8,2358,1.85,0.0,0.0,684.0,938,1872,1987,2,8,0.0,0,259.0,54,0,5250,122000
8,2726,2.5,691.0,2.0,279.0,2726,1986,1986,2,6,0.0,1,0.0,64,216,18044,315000
7,1797,2.5,639.0,2.0,939.0,939,2006,2006,2,8,0.0,0,0.0,53,144,9245,213500
5,1040,1.9,625.0,2.0,0.0,1040,1950,1950,1,5,0.0,0,0.0,0,0,7200,109500
5,789,1.85,250.0,1.0,789.0,789,1948,1950,1,5,0.0,0,104.0,0,0,6000,115000
7,1143,2.15,588.0,2.0,1143.0,1143,2004,2004,1,5,0.0,1,0.0,191,0,3628,176400
6,1489,2.05,462.0,2.0,1489.0,1489,1968,1968,2,7,0.0,1,0.0,0,0,9156,185750
8,1852,2.5,660.0,3.0,1004.0,1004,1999,2000,2,7,320.0,2,668.0,106,224,9066,230000
4,960,1.7,0.0,0.0,960.0,960,1958,1958,1,5,0.0,0,0.0,0,0,6410,90000
10,5642,1.7,1418.0,2.0,6110.0,4692,2008,2008,2,12,796.0,3,5644.0,292,214,63887,160000
5,768,1.45,624.0,2.0,768.0,768,1970,1970,1,5,0.0,0,619.0,0,104,7244,129500
6,1124,1.9,353.0,1.0,1124.0,1124,1956,1994,1,6,0.0,1,914.0,211,0,10152,153000
6,1224,2.15,528.0,2.0,612.0,612,2009,2009,2,4,76.0,0,294.0,234,0,3000,173733
6,1100,2.0,0.0,0.0,1100.0,1100,2006,2007,1,6,0.0,0,0.0,136,0,7500,146000
6,1556,1.9,470.0,2.0,782.0,1019,1949,1950,2,6,340.0,1,300.0,0,0,17360,172500
6,1356,1.45,528.0,2.0,1244.0,1356,1977,1977,2,6,0.0,1,1148.0,0,1424,15957,188000
6,1262,2.6,460.0,2.0,1262.0,1262,1976,1976,2,6,0.0,1,978.0,0,298,9600,181500
7,1661,2.5,550.0,2.0,799.0,827,1996,1996,2,6,0.0,1,385.0,61,158,10667,212000
7,1857,2.05,482.0,2.0,945.0,945,1978,1978,2,8,68.0,1,0.0,105,400,10530,188900
3,666,1.35,0.0,0.0,666.0,666,1946,1950,1,4,0.0,0,299.0,52,0,5000,64500
6,1981,2.35,522.0,2.0,1117.0,1117,1978,1992,2,8,288.0,1,964.0,104,336,17082,230000
5,1351,1.7,576.0,2.0,901.0,901,1925,1950,1,7,0.0,1,130.0,0,0,16287,122000
5,1005,1.9,319.0,1.0,1005.0,1005,1956,1956,1,6,0.0,1,488.0,0,0,11050,133500
6,2792,1.85,520.0,2.0,1510.0,1584,1920,1950,2,8,0.0,2,493.0,547,0,10440,256000
5,1475,1.25,336.0,1.0,550.0,925,1976,1976,2,6,0.0,1,318.0,26,92,2665,129500
8,1978,2.5,850.0,3.0,1978.0,1978,2003,2003,2,8,320.0,1,1682.0,25,188,10389,318000
8,1606,2.7,871.0,3.0,1598.0,1606,2006,2006,2,6,383.0,1,0.0,60,230,9658,255900
6,1158,2.0,0.0,0.0,1158.0,1158,2004,2004,1,5,0.0,0,0.0,50,0,7500,143500
8,1822,2.7,678.0,3.0,1822.0,1822,2005,2006,2,8,240.0,1,28.0,119,0,14122,259000
6,2259,2.5,450.0,2.0,1809.0,2259,1953,1953,2,7,184.0,2,35.0,120,166,21000,217000
6,1635,1.35,440.0,2.0,1065.0,915,1923,1950,1,6,0.0,1,300.0,38,0,8737,210000
5,1002,1.9,902.0,2.0,1002.0,1002,1970,1970,1,5,76.0,0,828.0,0,0,8750,148500
6,1412,2.1,432.0,2.0,616.0,616,2006,2007,2,6,0.0,1,0.0,36,0,8499,156932
5,1728,1.9,576.0,2.0,1728.0,1728,1965,1965,2,10,0.0,0,0.0,0,0,11072,145000
7,1290,2.5,662.0,2.0,1282.0,1290,2007,2007,2,6,0.0,1,902.0,0,168,6762,200000
10,2046,2.7,878.0,3.0,1994.0,2046,2005,2006,2,7,400.0,2,1430.0,65,188,15431,450000
6,1471,2.15,440.0,2.0,729.0,742,1999,1999,2,6,894.0,0,381.0,24,0,3230,172500
6,2614,2.05,624.0,2.0,1522.0,1548,1974,1997,2,9,0.0,1,956.0,243,38,10800,240000
8,2466,2.15,610.0,2.0,1580.0,1580,2004,2005,3,8,0.0,1,0.0,214,159,11143,340000
8,1466,2.85,610.0,3.0,1466.0,1466,2007,2007,2,7,0.0,0,16.0,18,100,8925,201000
5,969,2.5,440.0,2.0,969.0,969,1975,1975,1,5,0.0,0,716.0,0,0,10356,122000
7,1664,2.05,663.0,2.0,1529.0,1664,1978,1985,2,7,67.0,1,1328.0,0,0,12299,213000
6,1691,1.9,550.0,2.0,1680.0,1691,1967,1967,1,5,0.0,0,1173.0,67,0,9900,175000
7,1208,2.5,628.0,2.0,1208.0,1208,2007,2007,2,6,108.0,0,664.0,54,105,6762,195400
5,1052,1.4,668.0,1.0,1052.0,1052,1967,1967,1,6,172.0,1,527.0,215,0,11625,113500
6,1577,1.35,312.0,1.0,972.0,972,1939,1950,1,6,0.0,1,0.0,0,0,6435,140200
5,909,1.4,294.0,1.0,882.0,909,1968,1968,1,5,90.0,0,162.0,155,0,8450,116000
9,1838,2.85,682.0,3.0,1838.0,1838,2005,2006,2,9,382.0,1,1455.0,225,161,11577,359900
6,1388,2.5,317.0,1.0,675.0,686,1977,1977,1,6,62.0,0,509.0,36,406,8340,157500
5,1867,2.35,303.0,1.0,1617.0,1867,1955,1993,1,7,0.0,3,379.0,0,476,10708,190000
5,1301,1.35,440.0,2.0,1145.0,1301,1924,1950,1,5,0.0,0,405.0,0,0,6911,100000
6,1251,1.9,461.0,1.0,1251.0,1251,1964,1964,1,6,425.0,2,553.0,116,0,8800,160000
7,1444,2.5,577.0,2.0,1431.0,1444,2002,2001,2,6,68.0,0,1259.0,40,144,10739,203000
8,2810,3.4,750.0,2.0,1453.0,1453,1990,1990,2,9,336.0,1,482.0,0,500,9572,302000
6,923,2.0,264.0,1.0,923.0,923,1980,1980,2,5,0.0,1,543.0,0,80,8012,143000
8,2452,2.5,683.0,2.0,1028.0,1210,1998,1999,2,9,0.0,1,281.0,50,208,16226,267000
4,1224,1.9,530.0,3.0,0.0,1224,1964,1964,2,8,0.0,0,0.0,0,0,10899,103000
6,1337,1.45,405.0,2.0,1237.0,1337,1998,1998,2,5,443.0,0,1201.0,199,0,4500,153500
5,1701,1.4,611.0,2.0,1390.0,1701,1975,1981,2,6,0.0,2,1390.0,0,0,16647,171000
4,1669,1.7,288.0,1.0,1093.0,1093,1924,1950,1,9,0.0,0,0.0,0,0,8707,107000
6,952,1.9,288.0,1.0,952.0,952,1968,1968,1,5,86.0,0,952.0,0,0,8300,128500
5,922,1.9,308.0,1.0,922.0,922,1957,1957,1,5,0.0,0,512.0,34,0,9770,116000
5,1126,1.45,484.0,2.0,1126.0,1126,1977,1977,2,5,0.0,1,936.0,41,295,17400,160000
8,1280,3.6,506.0,2.0,1280.0,1280,1992,1992,2,5,0.0,0,0.0,82,0,5070,180000
5,914,1.9,368.0,1.0,914.0,914,1970,2002,1,5,32.0,0,81.0,0,120,7920,133000
7,1368,1.45,784.0,4.0,1288.0,1368,1997,1997,2,8,200.0,0,1243.0,48,0,7020,215000
6,1494,2.5,213.0,1.0,771.0,753,1942,1950,1,7,0.0,2,547.0,0,0,7500,177500
8,1534,2.15,484.0,2.0,1524.0,1534,2006,2006,2,7,248.0,1,28.0,46,168,10612,215000
5,1582,1.35,250.0,1.0,952.0,994,1938,1950,2,6,0.0,1,273.0,0,189,6120,150000
7,3222,2.0,594.0,3.0,1673.0,1699,1990,1990,3,11,0.0,2,1470.0,0,367,12376,320000
